skills,target_role
"python,etl,spark,sql,aws,azure,data warehouse,database design",Data Engineer
"excel,business intelligence,sql,kpi analysis,presentation,data visualization,power bi,critical thinking,data modeling,dashboarding",BI Analyst
"data warehouse,sql,aws,python,problem solving,database design,airflow,spark,leadership,azure,etl,hadoop",Data Engineer
"communication,data warehouse,sql,airflow,etl,database design,azure",Data Engineer
"python,pandas,machine learning,numpy,statistics,deep learning,scikit-learn,feature engineering,model deployment,data visualization",Data Scientist
"data warehouse,analytics engineering,bigquery,snowflake,dbt,data modeling",Analytics Engineer
"data visualization,excel,stakeholder management,sql,reporting,requirements gathering,power bi,business analysis,tableau,communication",Business Analyst
"data modeling,excel,business intelligence,leadership,dashboarding,kpi analysis,tableau,data visualization,power bi",BI Analyst
"python,data modeling,snowflake,dbt,bigquery,airflow,communication,sql,analytics engineering,etl,leadership,data warehouse",Analytics Engineer
"numpy,statistics,python,pandas,model deployment,feature engineering,machine learning,data visualization,presentation",Data Scientist
"leadership,data visualization,dashboarding,statistics,reporting,communication,tableau,power bi,sql,python,pandas,excel",Data Analyst
"data warehouse,snowflake,airflow,dbt,time management,critical thinking,data modeling,analytics engineering",Analytics Engineer
"presentation,numpy,feature engineering,statistics,machine learning,deep learning,python,pandas,model deployment",Data Scientist
"statistics,excel,reporting,presentation,python,data visualization,sql",Data Analyst
"data visualization,tableau,reporting,sql,statistics,dashboarding,python,pandas,communication,excel",Data Analyst
"analytics engineering,data warehouse,bigquery,data modeling,snowflake,etl,sql,presentation",Analytics Engineer
"data visualization,teamwork,power bi,tableau,sql,pandas,python,excel,reporting,dashboarding",Data Analyst
"communication,business analysis,sql,tableau,leadership,excel,stakeholder management,reporting",Business Analyst
"data visualization,problem solving,stakeholder management,tableau,requirements gathering,reporting,business analysis,communication,sql",Business Analyst
"etl,azure,sql,spark,hadoop,airflow,aws",Data Engineer
"sql,business analysis,communication,excel,stakeholder management,reporting,data visualization,power bi,problem solving,requirements gathering,tableau",Business Analyst
"problem solving,sql,communication,data visualization,tableau,reporting,business intelligence,dashboarding,excel,power bi,data modeling,kpi analysis",BI Analyst
"pandas,power bi,statistics,tableau,dashboarding,python,sql,reporting,excel",Data Analyst
"leadership,communication,requirements gathering,reporting,excel,sql,business analysis,problem solving,tableau,stakeholder management,data visualization,power bi",Business Analyst
"tableau,power bi,reporting,critical thinking,data visualization,statistics,excel,python,sql,teamwork,pandas",Data Analyst
"python,etl,dbt,data warehouse,airflow,snowflake,sql,data modeling,bigquery,analytics engineering",Analytics Engineer
"pytorch,mlops,kubernetes,tensorflow,presentation,docker,deep learning",Machine Learning Engineer
"tableau,data visualization,statistics,sql,pandas,reporting,excel,python,power bi,critical thinking",Data Analyst
"statistics,python,feature engineering,pandas,data visualization,scikit-learn,deep learning",Data Scientist
"communication,snowflake,sql,analytics engineering,etl,dbt,python,airflow",Analytics Engineer
"pandas,dashboarding,data visualization,time management,tableau,reporting,excel,power bi",Data Analyst
"etl,snowflake,critical thinking,time management,dbt,bigquery,data warehouse,data modeling",Analytics Engineer
"data visualization,statistics,tableau,communication,sql,excel,power bi,dashboarding,critical thinking",Data Analyst
"data visualization,sql,communication,stakeholder management,teamwork,requirements gathering,excel,business analysis,critical thinking,tableau",Business Analyst
"data modeling,etl,presentation,dbt,python,snowflake,analytics engineering,sql",Analytics Engineer
"python,etl,problem solving,data modeling,analytics engineering,data warehouse,airflow,bigquery,snowflake,presentation,sql,dbt",Analytics Engineer
"feature engineering,pandas,deep learning,data visualization,numpy,machine learning,model deployment,statistics",Data Scientist
"machine learning,deep learning,pytorch,kubernetes,model deployment,docker,mlops,python,api development,tensorflow",Machine Learning Engineer
"power bi,critical thinking,excel,kpi analysis,tableau,business intelligence,data modeling,presentation,data visualization",BI Analyst
"analytics engineering,etl,python,critical thinking,data warehouse,sql,leadership,bigquery,data modeling",Analytics Engineer
"model deployment,deep learning,tensorflow,docker,teamwork,time management,pytorch,api development,kubernetes",Machine Learning Engineer
"reporting,kpi analysis,tableau,sql,dashboarding,excel,data modeling",BI Analyst
"communication,sql,reporting,statistics,data visualization,excel,pandas,tableau",Data Analyst
"machine learning,statistics,scikit-learn,python,model deployment,numpy,feature engineering,teamwork,time management,pandas",Data Scientist
"model deployment,statistics,leadership,python,pandas,numpy,machine learning,presentation,data visualization",Data Scientist
"data visualization,statistics,sql,pandas,excel,power bi,reporting,dashboarding,tableau,python",Data Analyst
"azure,data warehouse,airflow,aws,python,database design,hadoop,spark",Data Engineer
"sql,azure,aws,data warehouse,python,spark,hadoop,etl",Data Engineer
"data warehouse,dbt,analytics engineering,critical thinking,bigquery,presentation,airflow,etl,snowflake,sql",Analytics Engineer
"tableau,data visualization,excel,statistics,sql,dashboarding,critical thinking",Data Analyst
"python,data modeling,etl,data warehouse,snowflake,dbt,sql,airflow,analytics engineering,bigquery",Analytics Engineer
"communication,critical thinking,power bi,business analysis,reporting,communication,data visualization,stakeholder management,excel",Business Analyst
"kpi analysis,data modeling,teamwork,tableau,business intelligence,dashboarding,data visualization,reporting,communication,sql,power bi,excel",BI Analyst
"dashboarding,pandas,statistics,data visualization,tableau,python,excel,reporting,power bi,sql",Data Analyst
"pandas,statistics,data visualization,time management,python,excel,leadership,dashboarding",Data Analyst
"data warehouse,python,sql,airflow,spark,etl,hadoop",Data Engineer
"sql,dashboarding,data modeling,business intelligence,time management,excel,tableau,reporting,kpi analysis,power bi,data visualization,communication",BI Analyst
"azure,sql,python,airflow,presentation,data warehouse,etl,hadoop",Data Engineer
"hadoop,aws,sql,database design,critical thinking,airflow,data warehouse,etl,python,spark,azure",Data Engineer
"sql,problem solving,dashboarding,excel,power bi,reporting,teamwork,tableau,business intelligence,kpi analysis,data visualization,data modeling",BI Analyst
"machine learning,critical thinking,communication,statistics,python,numpy,pandas,model deployment,scikit-learn",Data Scientist
"leadership,hadoop,azure,sql,etl,data warehouse,spark,aws,database design",Data Engineer
"python,excel,statistics,data visualization,leadership,power bi,critical thinking,reporting,sql,pandas",Data Analyst
"statistics,presentation,deep learning,model deployment,python,numpy,pandas,feature engineering,teamwork",Data Scientist
"communication,data visualization,tableau,stakeholder management,teamwork,business analysis,communication,requirements gathering,reporting,power bi",Business Analyst
"communication,requirements gathering,reporting,excel,data visualization,sql,power bi,tableau,stakeholder management",Business Analyst
"data visualization,numpy,machine learning,pandas,teamwork,python,feature engineering,deep learning,model deployment,scikit-learn",Data Scientist
"pandas,python,scikit-learn,machine learning,statistics,numpy,deep learning,data visualization",Data Scientist
"kubernetes,tensorflow,deep learning,api development,python,pytorch,docker,machine learning",Machine Learning Engineer
"dashboarding,data visualization,statistics,python,tableau,power bi,pandas,excel,sql",Data Analyst
"python,numpy,statistics,model deployment,deep learning,pandas,feature engineering,machine learning,leadership,scikit-learn,data visualization",Data Scientist
"python,statistics,dashboarding,pandas,reporting,sql,tableau,power bi",Data Analyst
"power bi,statistics,python,pandas,sql,tableau,dashboarding,problem solving,data visualization",Data Analyst
"sql,dashboarding,business intelligence,tableau,data visualization,power bi,kpi analysis,excel,problem solving,data modeling",BI Analyst
"leadership,tensorflow,model deployment,python,teamwork,mlops,api development,machine learning,kubernetes,deep learning,pytorch",Machine Learning Engineer
"analytics engineering,sql,etl,data modeling,data warehouse,snowflake,python,dbt,airflow,bigquery",Analytics Engineer
"machine learning,deep learning,model deployment,data visualization,feature engineering,scikit-learn,python,numpy,pandas",Data Scientist
"airflow,database design,sql,python,etl,hadoop,leadership,data warehouse",Data Engineer
"airflow,data modeling,snowflake,dbt,sql,bigquery,leadership,python,data warehouse,analytics engineering",Analytics Engineer
"dbt,etl,snowflake,python,data warehouse,data modeling,airflow,leadership,sql",Analytics Engineer
"tensorflow,pytorch,deep learning,docker,mlops,api development",Machine Learning Engineer
"airflow,sql,python,data warehouse,etl,analytics engineering,data modeling",Analytics Engineer
