skills,target_role
"Deep Learning, PyTorch, Pandas",Data Scientist
"Google Analytics, Python, R, Excel, A/B Testing",Data Analyst
"Tableau, Excel, Dashboarding, Looker, Data Warehousing",BI Analyst
"Excel, Statistics, R, Google Analytics, SQL",Data Analyst
"R, Google Analytics, Excel, Data Visualization, Statistics",Data Analyst
"Power BI, Excel, Stakeholder Management, SQL",Business Analyst
"dbt, Data Pipeline, Git, SQL",Analytics Engineer
"Looker, Excel, ETL, Dashboarding, Data Warehousing",BI Analyst
"Data Pipeline, ETL, Airflow, Data Modeling, Snowflake",Analytics Engineer
"MLOps, PyTorch, Kubernetes",Machine Learning Engineer
"ETL, Python, Azure, Spark",Data Engineer
"Airflow, SQL, GCP",Data Engineer
"Python, Scikit-learn, Pandas, PyTorch",Data Scientist
"Machine Learning, Deep Learning, NLP, Scikit-learn, Python, PyTorch",Data Scientist
"Python, dbt, Data Pipeline, Data Modeling, Git",Analytics Engineer
"TensorFlow, Machine Learning, Pandas",Data Scientist
"Kafka, Snowflake, Python",Data Engineer
"Excel, Process Modeling, Tableau",Business Analyst
"ETL, Power BI, Dashboarding",BI Analyst
"PyTorch, C++, CI/CD, MLOps, Scikit-learn, Git",Machine Learning Engineer
"ETL, Airflow, Git, BigQuery",Analytics Engineer
"Snowflake, Data Pipeline, Data Modeling",Analytics Engineer
"SQL, Hadoop, NoSQL, Kafka, Azure",Data Engineer
"Power BI, DAX, Excel, ETL, SQL, Data Warehousing",BI Analyst
"MLOps, PyTorch, Kubernetes, TensorFlow, AWS SageMaker, C++",Machine Learning Engineer
"Agile, Jira, Process Modeling, Visio",Business Analyst
"dbt, Snowflake, Airflow, BigQuery, Data Modeling",Analytics Engineer
"C++, AWS SageMaker, TensorFlow, Kubernetes, CI/CD",Machine Learning Engineer
"Statistics, R, Tableau",Data Analyst
"Excel, Tableau, SQL",BI Analyst
"Visio, Power BI, Excel, Jira",Business Analyst
"Dashboarding, Excel, DAX, Tableau",BI Analyst
"Excel, Requirement Gathering, Process Modeling, Tableau, SQL",Business Analyst
"Kubernetes, Scikit-learn, Git",Machine Learning Engineer
"NLP, PyTorch, Deep Learning, TensorFlow, Scikit-learn",Data Scientist
"dbt, Data Modeling, Git",Analytics Engineer
"Computer Vision, Pandas, NLP, SQL, Python",Data Scientist
"Dashboarding, DAX, ETL, SQL, Tableau",BI Analyst
"Data Modeling, BigQuery, Python",Analytics Engineer
"Tableau, Visio, Requirement Gathering, Power BI, Excel, Jira",Business Analyst
"Power BI, Data Warehousing, Tableau, Excel, QlikSense, DAX",BI Analyst
"SQL, Git, Airflow, Python, dbt",Analytics Engineer
"AWS, Spark, GCP, Databricks",Data Engineer
"A/B Testing, Power BI, R, Excel",Data Analyst
"R, SQL, Power BI, Data Visualization",Data Analyst
"MLOps, Python, C++, CI/CD",Machine Learning Engineer
"SQL, Statistics, Data Visualization, R, Excel",Data Analyst
"ETL, Git, dbt, BigQuery, Snowflake",Analytics Engineer
"Power BI, A/B Testing, R",Data Analyst
"Power BI, DAX, Tableau, Data Warehousing, SQL, QlikSense",BI Analyst
"Process Modeling, Agile, Requirement Gathering, Excel, Visio, Jira",Business Analyst
"Google Analytics, Power BI, SQL, Tableau",Data Analyst
"Machine Learning, Python, Scikit-learn, R",Data Scientist
"Data Visualization, Power BI, Google Analytics",Data Analyst
"SQL, Tableau, Looker",BI Analyst
"PyTorch, NLP, SQL, R, Python, Computer Vision",Data Scientist
"AWS, Azure, NoSQL, GCP",Data Engineer
"SQL, Excel, Power BI, Looker, ETL",BI Analyst
"Hadoop, Spark, ETL, AWS, SQL",Data Engineer
"Kafka, Python, Hadoop, Azure, GCP",Data Engineer
"Data Modeling, Airflow, SQL",Analytics Engineer
"Git, CI/CD, AWS SageMaker, Scikit-learn",Machine Learning Engineer
"Excel, Process Modeling, Visio, SQL, Power BI",Business Analyst
"Google Analytics, R, Data Visualization, Excel",Data Analyst
"QlikSense, Tableau, SQL",BI Analyst
"A/B Testing, Excel, Google Analytics",Data Analyst
"Spark, Snowflake, ETL",Data Engineer
"Git, CI/CD, Kubernetes, Scikit-learn, MLOps",Machine Learning Engineer
"Tableau, Jira, Requirement Gathering",Business Analyst
"R, Scikit-learn, Pandas, Computer Vision",Data Scientist
"Looker, DAX, Data Warehousing, ETL",BI Analyst
"Git, C++, TensorFlow",Machine Learning Engineer
"Google Analytics, SQL, Python",Data Analyst
"SQL, Jira, Process Modeling, Power BI",Business Analyst
"NLP, Machine Learning, R, Scikit-learn, TensorFlow",Data Scientist
"A/B Testing, Statistics, Excel, Data Visualization, SQL",Data Analyst
"AWS SageMaker, Scikit-learn, Kubernetes",Machine Learning Engineer
"Airflow, Data Pipeline, Data Modeling, BigQuery, Git, ETL",Analytics Engineer
"Power BI, A/B Testing, R, Data Visualization, Python, Excel",Data Analyst
"Looker, Excel, ETL, SQL",BI Analyst
"Power BI, Looker, Tableau, ETL, QlikSense, Excel",BI Analyst
"Google Analytics, Excel, Tableau, SQL",Data Analyst
"AWS SageMaker, Scikit-learn, PyTorch, Git",Machine Learning Engineer
"Tableau, QlikSense, Looker, ETL",BI Analyst
"Snowflake, AWS, GCP, Kafka",Data Engineer
"Airflow, Snowflake, Git, Data Modeling",Analytics Engineer
"Azure, Databricks, NoSQL, Python",Data Engineer
"MLOps, Scikit-learn, C++, TensorFlow, Docker",Machine Learning Engineer
"TensorFlow, AWS SageMaker, C++, Git",Machine Learning Engineer
"Google Analytics, Power BI, Excel, R, Python, SQL",Data Analyst
"SQL, Process Modeling, Excel, Visio, Tableau",Business Analyst
"NoSQL, GCP, Kafka, Snowflake",Data Engineer
"AWS, NoSQL, Kafka, Hadoop, ETL",Data Engineer
"Python, Docker, CI/CD, Kubernetes",Machine Learning Engineer
"Power BI, SQL, Jira",Business Analyst
"MLOps, Docker, Python",Machine Learning Engineer
"Stakeholder Management, Power BI, Visio",Business Analyst
"Statistics, A/B Testing, R",Data Analyst
"QlikSense, SQL, Tableau, Data Warehousing, ETL",BI Analyst
"Snowflake, Airflow, NoSQL, SQL",Data Engineer
"QlikSense, Data Warehousing, Looker, DAX",BI Analyst
"Jira, SQL, Process Modeling, Stakeholder Management",Business Analyst
"Excel, Tableau, A/B Testing",Data Analyst
"R, PyTorch, TensorFlow, Pandas, Computer Vision, Deep Learning",Data Scientist
"TensorFlow, NLP, Scikit-learn, Mathematics",Data Scientist
"Data Modeling, Data Pipeline, Git",Analytics Engineer
"SQL, Stakeholder Management, Tableau, Requirement Gathering, Agile",Business Analyst
"Stakeholder Management, Process Modeling, Requirement Gathering, Excel, Power BI",Business Analyst
"SQL, NoSQL, AWS",Data Engineer
"Python, Docker, AWS SageMaker, Scikit-learn, Git, MLOps",Machine Learning Engineer
"Data Visualization, Statistics, Tableau, Google Analytics",Data Analyst
"Stakeholder Management, Jira, SQL",Business Analyst
"ETL, Snowflake, BigQuery, SQL",Analytics Engineer
"Google Analytics, Statistics, Power BI, Excel",Data Analyst
"Data Modeling, Python, BigQuery, SQL",Analytics Engineer
"A/B Testing, R, Tableau, SQL, Power BI, Data Visualization",Data Analyst
"Computer Vision, PyTorch, R, Scikit-learn, Deep Learning",Data Scientist
"Excel, SQL, Power BI, Tableau",Business Analyst
"R, Excel, Google Analytics",Data Analyst
"Computer Vision, R, Python",Data Scientist
"Scikit-learn, TensorFlow, CI/CD",Machine Learning Engineer
"Hadoop, Airflow, NoSQL, Kafka, AWS, GCP",Data Engineer
"Python, Kubernetes, TensorFlow, Scikit-learn, Git, Docker",Machine Learning Engineer
"SQL, Airflow, AWS, Hadoop, Databricks, Snowflake",Data Engineer
"AWS SageMaker, Git, MLOps",Machine Learning Engineer
"Tableau, QlikSense, Power BI, Dashboarding, ETL",BI Analyst
"Power BI, Dashboarding, QlikSense, ETL, Data Warehousing, Excel",BI Analyst
"QlikSense, SQL, Looker",BI Analyst
"Data Warehousing, Dashboarding, ETL",BI Analyst
"Spark, GCP, ETL, Python, NoSQL",Data Engineer
"C++, Python, Git",Machine Learning Engineer
"AWS SageMaker, CI/CD, TensorFlow, PyTorch, Python, Docker",Machine Learning Engineer
"Databricks, Hadoop, Python, GCP, SQL, AWS",Data Engineer
"Snowflake, BigQuery, Data Pipeline",Analytics Engineer
"Python, Kubernetes, AWS SageMaker, PyTorch",Machine Learning Engineer
"Excel, Dashboarding, Tableau",BI Analyst
"Google Analytics, SQL, Excel",Data Analyst
"SQL, Snowflake, BigQuery, ETL, Python, Airflow",Analytics Engineer
"Data Pipeline, dbt, ETL, Data Modeling",Analytics Engineer
"Excel, Power BI, Tableau, SQL",Data Analyst
"Scikit-learn, Computer Vision, Pandas, Python, NLP",Data Scientist
"SQL, Computer Vision, Python, Pandas, PyTorch, Mathematics",Data Scientist
"Excel, Tableau, SQL, A/B Testing",Data Analyst
"SQL, A/B Testing, Data Visualization",Data Analyst
"Excel, Tableau, Agile, Process Modeling, Visio",Business Analyst
"Airflow, AWS, Kafka",Data Engineer
"ETL, Data Modeling, Data Pipeline",Analytics Engineer
"BigQuery, SQL, Python, Snowflake, Data Pipeline",Analytics Engineer
"Data Visualization, Tableau, R",Data Analyst
"Excel, Data Visualization, Power BI",Data Analyst
"Stakeholder Management, Jira, SQL, Tableau, Agile",Business Analyst
"MLOps, TensorFlow, Docker, Scikit-learn",Machine Learning Engineer
"QlikSense, ETL, Excel, DAX",BI Analyst
"Python, A/B Testing, Excel, Statistics, Google Analytics",Data Analyst
"Looker, Tableau, Data Warehousing, Power BI, DAX",BI Analyst
"Snowflake, SQL, Python, Data Modeling, dbt",Analytics Engineer
"Kafka, Databricks, Python, AWS, Snowflake, Spark",Data Engineer
"Airflow, Databricks, Spark",Data Engineer
"Git, BigQuery, Airflow, ETL",Analytics Engineer
"Excel, Process Modeling, Tableau",Business Analyst
"Spark, ETL, Azure, Snowflake, Airflow",Data Engineer
"Computer Vision, Scikit-learn, Mathematics, Pandas, TensorFlow, Python",Data Scientist
"Python, Excel, R, Tableau",Data Analyst
"Tableau, Excel, Dashboarding, QlikSense, DAX, Looker",BI Analyst
"Looker, DAX, Excel, Tableau, QlikSense, ETL",BI Analyst
"Excel, SQL, Looker, DAX",BI Analyst
"Kubernetes, CI/CD, Git, TensorFlow, PyTorch, Docker",Machine Learning Engineer
"R, TensorFlow, NLP, Scikit-learn, Machine Learning",Data Scientist
"AWS, GCP, Python",Data Engineer
"Docker, AWS SageMaker, Scikit-learn",Machine Learning Engineer
"Tableau, Visio, SQL, Process Modeling",Business Analyst
"TensorFlow, MLOps, Python, Kubernetes",Machine Learning Engineer
"Tableau, Agile, Stakeholder Management, Visio, Excel, Power BI",Business Analyst
"DAX, Looker, Excel, Dashboarding, Tableau, QlikSense",BI Analyst
"Docker, AWS SageMaker, MLOps, Scikit-learn",Machine Learning Engineer
"Azure, SQL, NoSQL",Data Engineer
"Power BI, Data Visualization, Google Analytics",Data Analyst
"Google Analytics, R, Power BI, Statistics, Python",Data Analyst
"Machine Learning, NLP, Mathematics, Python, PyTorch, Pandas",Data Scientist
"R, SQL, Pandas, TensorFlow",Data Scientist
"Kafka, Hadoop, NoSQL, SQL, GCP",Data Engineer
"SQL, ETL, DAX, Excel, Looker, Data Warehousing",BI Analyst
"dbt, SQL, Snowflake, Data Pipeline, Data Modeling",Analytics Engineer
"SQL, Python, Mathematics",Data Scientist
"Computer Vision, Pandas, Python",Data Scientist
"Databricks, ETL, Hadoop, Python, Kafka, Snowflake",Data Engineer
"Pandas, Deep Learning, R, Mathematics, Python, NLP",Data Scientist
"Git, SQL, BigQuery",Analytics Engineer
"Databricks, SQL, GCP",Data Engineer
"Visio, Agile, Jira, Requirement Gathering, Tableau",Business Analyst
"Excel, Visio, Jira, Agile",Business Analyst
"BigQuery, Git, Python",Analytics Engineer
"Data Warehousing, Dashboarding, DAX, Looker, ETL, QlikSense",BI Analyst
"GCP, Snowflake, Kafka",Data Engineer
"Excel, Dashboarding, Tableau, ETL, Looker",BI Analyst
"Snowflake, Spark, Hadoop",Data Engineer
"Docker, CI/CD, PyTorch, Kubernetes",Machine Learning Engineer
"SQL, Power BI, Tableau, A/B Testing, Excel",Data Analyst
"Snowflake, ETL, Azure, AWS",Data Engineer
"Hadoop, Databricks, Airflow",Data Engineer
"ETL, QlikSense, Excel, Data Warehousing",BI Analyst
"Airflow, Databricks, Kafka, ETL",Data Engineer
"Spark, SQL, GCP, Python, Kafka, Airflow",Data Engineer
"ETL, Airflow, dbt",Analytics Engineer
"SQL, R, Python, Power BI, Excel, Data Visualization",Data Analyst
"Power BI, QlikSense, DAX, SQL",BI Analyst
"Tableau, Python, Excel, Data Visualization, SQL",Data Analyst
"Airflow, ETL, Data Modeling, Python, Snowflake, SQL",Analytics Engineer
"Dashboarding, Looker, Tableau, Data Warehousing, ETL, QlikSense",BI Analyst
"MLOps, AWS SageMaker, Docker, Python, Kubernetes",Machine Learning Engineer
"NoSQL, SQL, Snowflake, Azure, Airflow",Data Engineer
"MLOps, CI/CD, C++",Machine Learning Engineer
"Kafka, Databricks, NoSQL, Spark, SQL, Airflow",Data Engineer
"BigQuery, ETL, Snowflake, dbt",Analytics Engineer
"Power BI, SQL, Stakeholder Management",Business Analyst
"Data Pipeline, Python, BigQuery",Analytics Engineer
"Airflow, SQL, AWS, Kafka",Data Engineer
"Excel, Power BI, Requirement Gathering, Visio",Business Analyst
"Scikit-learn, Python, Mathematics, NLP, Pandas",Data Scientist
"C++, AWS SageMaker, Scikit-learn, PyTorch",Machine Learning Engineer
"Hadoop, Kafka, Airflow",Data Engineer
"Kubernetes, Git, MLOps, Scikit-learn",Machine Learning Engineer
"A/B Testing, Power BI, R, Excel",Data Analyst
"Computer Vision, Mathematics, TensorFlow, NLP, PyTorch",Data Scientist
"Dashboarding, QlikSense, Excel, Tableau, ETL, Data Warehousing",BI Analyst
"GCP, Python, Kafka",Data Engineer
"Scikit-learn, Python, R",Data Scientist
"Statistics, A/B Testing, Data Visualization, Python, Google Analytics",Data Analyst
"A/B Testing, Power BI, SQL, Tableau, Data Visualization, Google Analytics",Data Analyst
"Process Modeling, Tableau, Agile, Requirement Gathering",Business Analyst
"SQL, A/B Testing, Data Visualization",Data Analyst
"PyTorch, Scikit-learn, Python",Data Scientist
"Data Warehousing, QlikSense, DAX, Power BI, ETL",BI Analyst
"Agile, Power BI, Process Modeling, Jira, SQL",Business Analyst
"Excel, A/B Testing, Power BI",Data Analyst
"Snowflake, Git, Data Pipeline, Airflow",Analytics Engineer
"Stakeholder Management, Requirement Gathering, Excel",Business Analyst
"Excel, SQL, Data Visualization, Python, R",Data Analyst
"BigQuery, ETL, Python",Analytics Engineer
"Visio, Excel, Requirement Gathering, SQL, Tableau",Business Analyst
"C++, CI/CD, AWS SageMaker, Scikit-learn, Python",Machine Learning Engineer
"Docker, TensorFlow, Git, PyTorch",Machine Learning Engineer
"Dashboarding, Power BI, DAX, ETL, Excel",BI Analyst
"Python, Azure, Kafka, Snowflake, Databricks, NoSQL",Data Engineer
"PyTorch, Scikit-learn, NLP, Machine Learning",Data Scientist
"Airflow, Git, Data Pipeline, Python",Analytics Engineer
"Snowflake, GCP, SQL, Hadoop, NoSQL",Data Engineer
"Scikit-learn, TensorFlow, Docker, PyTorch, MLOps",Machine Learning Engineer
"Excel, DAX, SQL, Dashboarding, QlikSense, Tableau",BI Analyst
"Data Pipeline, Snowflake, BigQuery, Airflow",Analytics Engineer
"NLP, Scikit-learn, Computer Vision, TensorFlow",Data Scientist
"ETL, Spark, Snowflake, Airflow, GCP, AWS",Data Engineer
"CI/CD, Docker, PyTorch, Kubernetes",Machine Learning Engineer
"Machine Learning, Deep Learning, R",Data Scientist
"AWS SageMaker, Docker, Git",Machine Learning Engineer
"C++, Scikit-learn, Kubernetes, MLOps",Machine Learning Engineer
"dbt, Data Pipeline, Airflow, ETL, SQL",Analytics Engineer
"Tableau, Visio, Power BI, Excel",Business Analyst
"Python, Power BI, Excel",Data Analyst
"Deep Learning, PyTorch, Python",Data Scientist
"Machine Learning, Mathematics, Scikit-learn, Deep Learning, Pandas",Data Scientist
"ETL, Airflow, Kafka, NoSQL",Data Engineer
"Databricks, Hadoop, GCP",Data Engineer
"MLOps, C++, Python",Machine Learning Engineer
"Data Warehousing, Power BI, SQL, ETL, Excel",BI Analyst
"SQL, Tableau, Excel",BI Analyst
"Python, R, Pandas",Data Scientist
"Excel, ETL, Looker",BI Analyst
"Python, C++, TensorFlow, PyTorch, Scikit-learn",Machine Learning Engineer
"A/B Testing, R, Power BI, Data Visualization, Google Analytics",Data Analyst
"Data Modeling, Git, SQL, Airflow",Analytics Engineer
"Data Modeling, Airflow, Python, Data Pipeline",Analytics Engineer
"MLOps, Docker, C++, PyTorch",Machine Learning Engineer
"BigQuery, Data Modeling, Git, Python, Airflow",Analytics Engineer
"Tableau, Requirement Gathering, Visio",Business Analyst
"Data Pipeline, Python, BigQuery, SQL",Analytics Engineer
"R, Pandas, PyTorch",Data Scientist
"ETL, Hadoop, NoSQL, Python",Data Engineer
"SQL, Data Warehousing, Looker, QlikSense",BI Analyst
"Deep Learning, Mathematics, Computer Vision, PyTorch, Pandas, NLP",Data Scientist
"Mathematics, SQL, Machine Learning, NLP, PyTorch, Deep Learning",Data Scientist
"Python, ETL, dbt, BigQuery",Analytics Engineer
"DAX, QlikSense, Excel, Tableau, Data Warehousing",BI Analyst
"Kubernetes, CI/CD, Docker, PyTorch, C++, Git",Machine Learning Engineer
"Spark, Azure, Databricks",Data Engineer
"Google Analytics, A/B Testing, Tableau, Python, Excel, R",Data Analyst
"Data Pipeline, Airflow, Data Modeling, SQL, BigQuery, ETL",Analytics Engineer
"Git, Data Pipeline, Data Modeling",Analytics Engineer
"C++, PyTorch, MLOps, Kubernetes, CI/CD",Machine Learning Engineer
"Tableau, Power BI, Statistics",Data Analyst
"SQL, Git, Data Pipeline, BigQuery, Data Modeling, dbt",Analytics Engineer
"Python, TensorFlow, Scikit-learn, PyTorch",Data Scientist
"A/B Testing, Excel, Tableau, SQL, Google Analytics",Data Analyst
"SQL, NLP, Computer Vision, Machine Learning",Data Scientist
"AWS SageMaker, C++, Docker",Machine Learning Engineer
"Azure, SQL, Hadoop, NoSQL, Kafka",Data Engineer
"Data Warehousing, Power BI, DAX, Excel",BI Analyst
"PyTorch, NLP, SQL, Machine Learning, Computer Vision",Data Scientist
"Excel, Power BI, Statistics",Data Analyst
"SQL, Process Modeling, Excel, Jira, Visio",Business Analyst
"dbt, Data Modeling, Airflow",Analytics Engineer
"Pandas, NLP, Computer Vision, R, Mathematics",Data Scientist
"C++, AWS SageMaker, PyTorch, TensorFlow, Kubernetes",Machine Learning Engineer
"MLOps, CI/CD, TensorFlow",Machine Learning Engineer
"MLOps, Git, TensorFlow, AWS SageMaker, CI/CD",Machine Learning Engineer
"Power BI, Excel, SQL",BI Analyst
"SQL, Requirement Gathering, Process Modeling, Stakeholder Management",Business Analyst
"NoSQL, SQL, Spark, Azure, Kafka, GCP",Data Engineer
"Agile, Process Modeling, Stakeholder Management, Excel",Business Analyst
"A/B Testing, R, SQL, Tableau, Google Analytics, Python",Data Analyst
"DAX, Tableau, Data Warehousing, Power BI, Dashboarding, Excel",BI Analyst
"Snowflake, Hadoop, SQL",Data Engineer
"Tableau, Excel, Data Visualization, SQL, R, Power BI",Data Analyst
"Azure, Hadoop, Snowflake",Data Engineer
"Power BI, DAX, Looker",BI Analyst
"Visio, Jira, SQL",Business Analyst
"Excel, R, Tableau, Google Analytics, SQL",Data Analyst
"AWS SageMaker, MLOps, PyTorch, CI/CD, Docker",Machine Learning Engineer
"PyTorch, Git, Scikit-learn, MLOps, C++, AWS SageMaker",Machine Learning Engineer
"NoSQL, Spark, Databricks, ETL, GCP, SQL",Data Engineer
"Kubernetes, TensorFlow, C++, CI/CD, Git, MLOps",Machine Learning Engineer
"Process Modeling, Power BI, Agile, Requirement Gathering, Stakeholder Management, Tableau",Business Analyst
